,,,,,,
,,,,"NOME NEGOZIO",,
,,,,,,
"CODICE","IMMAGINE","QUANTITA'","JAN CODE","DESCRIZIONE ","PREZZO ","PREZZO"
"COSMIC",,"ORDINE",,,"REGOLARE","SUGGERITO"
,,,,"OO",,
15843,"Clicca qui",,"0150662"," BB299 GUNDAM ASTRAY GOLD FRAME","€ 7,00","€ 12,00"
41853,"Clicca qui",,"0155528"," BB313 GUNDAM EXIA","€ 4,20","€ 7,20"
41836,"Clicca qui",,"0156650"," BB316 OO GUNDAM","€ 4,20","€ 7,20"
15823,"Clicca qui",,"0158437"," BB322 OO-RAISER","€ 7,00","€ 12,00"
41608,"Clicca qui",,"0159939"," BB333 O GUNDAM(OPERATIONAL MODE)","€ 4,20","€ 7,20"
41584,"Clicca qui",,"0159940"," BB334 GUNDAM EXIA REPAIR 2","€ 5,60","€ 9,60"
40193,"Clicca qui",,"0165566"," BB364 OO QAN[T]","€ 5,60","€ 9,60"
9076,"Clicca qui",,"0170381"," BB366 WING GUNDAM EW VER.","€ 5,60","€ 9,60"
,,,,,,
15748,,,"0171197","BB MUSHA CHRONICLE SET 2","€ 280,81","€ 561,61"
,,4,"0035766"," BB101 MUSHA  F91",,
,,4,"0036077"," BB102 MUSHA HEAVY GUNDAM",,
,,4,"0036369"," BB103 MUSHA  FA",,
,,4,"0036632"," BB104 ASHURA GUNDAM",,
,,4,"0036855"," BB105 NIOH GUNDAM",,
,,4,"0037046"," BB106 SIRANUI GUNDAM",,
,,4,"0037351"," BB107 DAIKOUTEI",,
,,4,"0044036"," BB130 DAIHAGANE",,
,,4,"0044037"," BB131 HADOU MUSHA MAZAKU",,
,,4,"0043729"," BB133 SENRIKI GUNDAM",,
,,4,"0044806"," BB135 BAKURYUU GUNDAM",,
,,4,"0045085"," BB137 TETORA GUNDAM",,
,,4,"0045422"," BB139 VICTORY DAI-SHOGUN",,
,,,,"BB",,
16786,"Clicca qui",,"0035766"," BB101 MUSHA  F91","€ 3,50","€ 6,00"
16780,"Clicca qui",,"0036077"," BB102 MUSHA HEAVY GUNDAM","€ 3,50","€ 6,00"
16729,"Clicca qui",,"0036369"," BB103 MUSHA  FA","€ 3,50","€ 6,00"
16698,"Clicca qui",,"0036632"," BB104 ASHURA GUNDAM","€ 3,50","€ 6,00"
16657,"Clicca qui",,"0036855"," BB105 NIOH GUNDAM","€ 3,50","€ 6,00"
16596,"Clicca qui",,"0037046"," BB106 SIRANUI GUNDAM","€ 3,50","€ 6,00"
16484,"Clicca qui",,"0037351"," BB107 DAIKOUTEI","€ 18,20","€ 31,20"
16466,"Clicca qui",,"0044036"," BB130 DAIHAGANE","€ 10,50","€ 18,00"
16465,"Clicca qui",,"0044037"," BB131 HADOU MUSHA MAZAKU","€ 10,50","€ 18,00"
16450,"Clicca qui",,"0043729"," BB133 SENRIKI GUNDAM","€ 3,50","€ 6,00"
16425,"Clicca qui",,"0044806"," BB135 BAKURYUU GUNDAM","€ 3,50","€ 6,00"
16418,"Clicca qui",,"0045085"," BB137 TETORA GUNDAM","€ 3,50","€ 6,00"
16406,"Clicca qui",,"0045422"," BB139 VICTORY DAI-SHOGUN","€ 17,50","€ 30,00"
