"Codice";"Formula";"Formula"
"02010299002";"49,59";"37,19"
"99170299005";"12,4";"12,4"
"02040299026";"50";"50"
"99020299001";"16,53";"16,53"
"02010299004";"57,85";"43,39"
"99120299011";"20,66";"20,66"
"02030201003";"8";"8"
"99120201005";"24,79";"18,6"
"99110201150";"14,05";"14,05"
"99110201053";"16,53";"16,53"
"02030201005";"14";"14"
"99120201006";"16,53";"16,53"
"99120201009";"11,98";"11,98"
"99120201010";"14,46";"14,46"
"99120201011";"11,98";"11,98"
"99120201012";"66,12";"49,59"
"99110201122";"14,88";"14,88"
"99120201003";"16,53";"16,53"
"99110201209";"16,53";"12,4"
"99110201210";"14,88";"14,88"
"99110201125";"20,66";"15,5"
"99110201206";"24,79";"18,6"
"99110201207";"14,46";"14,46"
"9906020116101";"12,4";"9,3"
"9906020121201";"7,44";"7,44"
"9906020121301";"10,33";"7,76"
"9906020112701";"12,4";"9,3"
"02030202002";"15";"15"
"99120202011";"14,88";"11,16"
"99120202013";"18,6";"13,95"
"99120202002";"24,79";"18,6"
"99120202023";"66,12";"49,59"
"99120202012";"10,74";"10,74"
"99120202004";"16,53";"16,53"
"99120202005";"12,4";"12,4"
"99120202017";"18,6";"13,95"
"99120202014";"20,66";"15,5"
"99120202016";"12,4";"9,3"
"99120202019";"24,79";"18,6"
"99110202214";"18,6";"13,95"
"9906020210701";"9,5";"7,12"
"02030203001";"15";"15"
"99120203003";"24,79";"18,6"
"99120203006";"24,79";"18,6"
"99110203085";"24,79";"18,6"
"99120203004";"24,79";"18,6"
"99120203008";"66,12";"49,59"
"99110203090";"24,79";"18,6"
"9906020308701";"12,4";"9,3"
"02030204002";"12,5";"12,5"
"99120204002";"24,79";"18,6"
"99120204003";"16,53";"16,53"
"99120204004";"24,79";"18,6"
"99120204006";"45,45";"45,45"
"99110204056";"24,79";"24,79"
"99110204058";"24,79";"18,6"
"99110204055";"16,53";"16,53"
"9906020406801";"9,5";"9,5"
"9906020406901";"10,33";"7,76"
"9906020406301";"7,44";"7,44"
"9906020406401";"14,46";"10,84"
"9906020406101";"16,53";"12,4"
"9906020406201";"12,4";"9,3"
"02030205003";"16,53";"12,4"
"99120205002";"24,79";"18,6"
"99110205073";"24,79";"18,6"
"99120205003";"16,53";"16,53"
"99120205004";"45,45";"45,45"
"99120205005";"12,4";"12,4"
"99120205008";"18,6";"13,95"
"99110205083";"24,79";"18,6"
"99110205112";"16,53";"16,53"
"99110205111";"18,6";"13,95"
"99110205126";"18,6";"13,95"
"99110205127";"18,6";"13,95"
"99110205128";"16,53";"12,4"
"99110205129";"18,6";"13,95"
"9906020510701";"10,33";"7,76"
"02030206002";"8";"8"
"99120206001";"24,79";"18,6"
"99120206002";"24,79";"18,6"
"99110206061";"16,53";"16,53"
"99120206004";"16,53";"16,53"
"99120206005";"16,53";"16,53"
"9906020606101";"10,33";"7,76"
"9906020606201";"6,61";"6,61"
"9906020600701";"4,54";"4,54"
"9906020605801";"7,44";"7,44"
"02030207004";"12,5";"12,5"
"99120207010";"18,6";"13,95"
"99120207001";"24,79";"18,6"
"99110207068";"24,79";"24,79"
"99120207011";"18,6";"13,95"
"99120207012";"18,6";"13,95"
"99110207166";"14,05";"14,05"
"99120207013";"14,05";"14,05"
"99120207014";"16,53";"16,53"
"99120207015";"45,45";"45,45"
"99110207167";"20,66";"15,5"
"02030207003";"12,5";"12,5"
"99120207003";"16,53";"13,22"
"99120207004";"16,53";"16,53"
"99120207005";"24,79";"18,6"
"99110207109";"16,53";"16,53"
"99120207009";"66,12";"49,59"
"9906020716901";"10,33";"7,76"
"9906020717001";"7,44";"7,44"
"9906020717101";"7,44";"7,44"
"9906020717201";"7,44";"7,44"
"9906020703201";"10,33";"7,76"
"9906020709201";"18,6";"13,95"
"9906020709001";"9,5";"9,5"
"9906020707701";"4,96";"4,96"
"9906020710501";"6,61";"6,61"
"9906020711301";"12,4";"9,3"
"9906020711801";"14,88";"11,16"
"9906020712201";"10,33";"7,76"
"99120208003";"16,53";"16,53"
"99120208004";"24,79";"18,6"
"99110208044";"28,93";"21,7"
"99110208054";"28,93";"28,93"
"99110208048";"24,79";"18,6"
"99120208006";"16,53";"16,53"
"9906020805201";"18,6";"13,95"
"9906020805701";"14,88";"11,16"
"9906020804601";"6,2";"6,2"
"99120209007";"12,4";"9,3"
"02030209003";"12,5";"12,5"
"99120209013";"12,4";"12,4"
"99120209001";"16,53";"16,53"
"99120209010";"16,53";"16,53"
"99120209008";"66,12";"49,59"
"99120209004";"24,79";"18,6"
"99120209006";"18,6";"13,95"
"99120209002";"16,53";"16,53"
"99110209145";"16,53";"16,53"
"99120209015";"18,6";"13,95"
"99120209009";"16,53";"16,53"
"99110209157";"24,79";"18,6"
"99110209153";"14,88";"11,16"
"9906020914201";"9,09";"9,09"
"9906020915401";"7,44";"7,44"
"9906020911801";"18,6";"13,95"
"9906020915501";"7,44";"7,44"
"9906020912101";"12,4";"9,3"
"9906020916301";"7,44";"7,44"
"9906020916601";"10,74";"10,74"
"02030210003";"10";"10"
"99120210003";"24,79";"18,6"
"99120210010";"18,6";"13,95"
"99120210004";"16,53";"16,53"
"99120210005";"16,53";"16,53"
"99120210008";"16,53";"12,4"
"99110210103";"24,79";"18,6"
"99110210121";"18,6";"13,95"
"99110210120";"16,53";"12,4"
"99120210006";"12,4";"12,4"
"99120210007";"66,12";"49,59"
"99110210115";"12,4";"12,4"
"99110210125";"12,4";"12,4"
"99110210123";"18,6";"13,95"
"9906021011701";"12,4";"9,3"
"9906021010801";"10,33";"7,76"
"02030212003";"12,5";"12,5"
"99120212001";"24,79";"18,6"
"99120212003";"12,4";"12,4"
"99120212002";"19,83";"14,88"
"99120212004";"45,45";"45,45"
"99110212090";"33,05";"24,79"
"99110212075";"18,6";"13,95"
"99110212074";"14,88";"11,16"
"99110212077";"16,53";"12,4"
"99110212076";"18,6";"13,95"
"99110212079";"18,6";"13,95"
"99110212078";"18,6";"13,95"
"9906021208401";"6,61";"6,61"
"9906021208601";"7,44";"7,44"
"9906021203801";"13,22";"13,22"
"9906021208501";"7,44";"7,44"
"9906021208701";"10,74";"10,74"
"9906021208801";"10,33";"10,33"
"9906021208901";"10,33";"7,76"
"9906021205401";"7,02";"7,02"
"9906021205801";"20,66";"15,5"
"9906021205901";"7,44";"7,44"
"02030213001";"12,5";"12,5"
"99120213001";"24,79";"18,6"
"99120213002";"16,53";"16,53"
"99120213003";"16,53";"16,53"
"99120213004";"24,79";"18,6"
"99120213005";"66,12";"49,59"
"99110213002";"20,66";"15,5"
"99110213003";"20,66";"20,66"
"99110213010";"16,53";"16,53"
"9906021300701";"11,16";"11,16"
"9906021300901";"16,53";"12,4"
"9906021301101";"10,33";"10,33"
"02030215001";"12,5";"12,5"
"99129915001";"18,6";"13,95"
"99129915002";"18,6";"13,95"
"99119915024";"16,53";"12,4"
"99119915020";"16,53";"12,4"
"99119915032";"10,33";"7,76"
"99119915035";"24,79";"18,6"
"99119915021";"12,4";"12,4"
"99119915038";"28,93";"28,93"
"99119915036";"41,33";"30,99"
"99119915037";"41,33";"30,99"
"99119915039";"28,93";"28,93"
"99119915028";"20,66";"15,5"
"99119915029";"20,66";"15,5"
"9906991504101";"14,88";"11,16"
"9906991503201";"10,33";"7,76"
"9906991503601";"16,53";"12,4"
"9906991503701";"10,33";"10,33"
"9906991503401";"14,46";"10,84"
"9906991504201";"12,4";"9,3"
"99220299001";"0";"66,12"
"99120299001";"0";"28,93"
"99120299012";"0";"57,85"
"99120299013";"0";"20,66"
"99120299014";"0";"18,6"
"99220299014";"0";"16,53"
"99220299015";"0";"12,4"
"99220299016";"0";"16,53"
"99220299022";"10,74";"10,74"
"9922029902002";"9,5";"9,5"
"99220299023";"7,44";"7,44"
"9922029902102";"0";"9,5"
"02010199005";"49,59";"49,59"
"99170199007";"18,6";"18,6"
"02040199020";"41,33";"41,33"
"002040199018";"24,79";"24,79"
"02040199022";"0";"18,6"
"02040199017";"12,4";"12,4"
"99120101066";"0";"6,2"
"02030101009";"0";"18,6"
"99120101047";"0";"16,53"
"99120101052";"45,45";"45,45"
"99120101050";"0";"24,79"
"02030101010";"15";"15"
"99120101032";"0";"12,4"
"99120101024";"0";"14,46"
"99120101025";"0";"24,79"
"99120101059";"45,45";"45,45"
"99120101034";"0";"18,6"
"99120101027";"0";"28,93"
"99120101002";"0";"9,5"
"99120101063";"0";"20,66"
"99120101071";"0";"20,66"
"99120101061";"28,93";"28,93"
"99120101053";"0";"24,79"
"99120101036";"0";"16,53"
"99120101028";"0";"24,79"
"99140101076";"0";"18,6"
"99140101056";"0";"28,93"
"99120101030";"0";"16,53"
"99120101064";"0";"24,79"
"99120101065";"0";"28,93"
"99120101062";"0";"28,93"
"99110101312";"0";"24,79"
"99120101058";"0";"28,93"
"99120101014";"0";"28,93"
"99120101069";"0";"20,66"
"99120101072";"0";"9,5"
"99120101044";"0";"18,6"
"99120101070";"0";"41,33"
"99110101385";"0";"24,79"
"99110101321";"0";"41,33"
"99110101391";"0";"24,79"
"99120101037";"0";"28,93"
"99110101299";"0";"33,05"
"99110101394";"0";"33,05"
"99110101331";"0";"24,79"
"99120101012";"0";"24,79"
"99120101011";"0";"24,79"
"99110101214";"0";"28,93"
"02030101007";"0";"14,46"
"99110101318";"0";"24,79"
"99120101043";"14,46";"14,46"
"9906010132701";"0";"10,33"
"9906010132901";"0";"10,33"
"9906010131401";"0";"10,33"
"9906010107201";"0";"7,44"
"9906010111101";"0";"12,4"
"9906010133001";"0";"12,4"
"9906010131501";"0";"10,33"
"9906010125201";"0";"10,33"
"9906010139201";"0";"10,33"
"9906010139301";"0";"14,46"
"9906010139501";"0";"10,33"
"9906010139601";"0";"10,33"
"9906010131701";"0";"14,46"
"9906010123601";"0";"10,33"
"99120102027";"0";"6,2"
"02030102004";"12,5";"12,5"
"99120102019";"16,53";"16,53"
"99120102003";"0";"9,5"
"99120102018";"0";"66,12"
"99120102005";"0";"24,79"
"99120102011";"0";"20,66"
"99120102020";"0";"14,46"
"99110102003";"28,93";"28,93"
"99120102012";"0";"28,93"
"99120102010";"0";"41,33"
"99110102071";"0";"28,93"
"99120102021";"0";"28,93"
"99110102074";"0";"24,79"
"99110102073";"0";"24,79"
"99120102013";"0";"41,33"
"99110102083";"0";"24,79"
"99110102080";"0";"20,66"
"99120102022";"0";"18,6"
"99120102024";"18,6";"13,95"
"99120102017";"0";"14,46"
"99120102025";"0";"28,93"
"99110102065";"0";"24,79"
"9906010202601";"16,53";"16,53"
"9906010206801";"0";"10,33"
"9906010201301";"0";"9,5"
"9906010210901";"0";"10,33"
"9906010210801";"0";"12,4"
"9906010210701";"0";"10,33"
"9906010207501";"0";"16,53"
"9906010207601";"0";"9,5"
"9906010207701";"0";"9,5"
"9906010207901";"0";"9,5"
"9906010210601";"0";"12,4"
"99120103015";"0";"6,2"
"02030103003";"12,4";"12,4"
"99120103006";"0";"16,53"
"99120103011";"0";"24,79"
"99120103001";"12,4";"12,4"
"99120103012";"14,05";"14,05"
"99120103013";"0";"16,53"
"99120103009";"0";"66,12"
"99110103077";"0";"41,33"
"99110103120";"0";"16,53"
"99110103092";"0";"20,66"
"99110103100";"0";"20,66"
"99120103014";"0";"14,46"
"99110103105";"14,05";"14,05"
"99110103106";"0";"20,66"
"99120103019";"14,05";"14,05"
"99120103017";"0";"41,33"
"99120103020";"0";"18,6"
"99120103018";"0";"10,33"
"9906010312801";"0";"14,46"
"9906010313001";"0";"14,46"
"9906010312901";"0";"10,33"
"9906010307901";"0";"14,46"
"9906010310701";"0";"14,46"
"9906010307801";"0";"10,33"
"9906010310801";"0";"9,5"
"9906010310401";"0";"14,46"
"9906010310101";"0";"14,46"
"9906010310201";"0";"9,5"
"9906010310301";"0";"9,5"
"99120104025";"0";"6,2"
"02030104003";"0";"18,6"
"99120104002";"0";"9,5"
"99120104015";"0";"20,66"
"99120104016";"0";"28,93"
"99120104018";"0";"24,79"
"99120104010";"45,45";"45,45"
"99140104001";"0";"41,33"
"99140104089";"0";"28,93"
"99120104011";"0";"24,79"
"99110104111";"0";"20,66"
"99120104013";"20,66";"20,66"
"99120104012";"0";"20,66"
"99120104007";"0";"28,93"
"99110104094";"0";"20,66"
"99110104108";"0";"20,66"
"99110104102";"14,88";"14,88"
"99110104095";"0";"20,66"
"99110104103";"0";"20,66"
"99110104096";"0";"20,66"
"99110104091";"0";"20,66"
"99140104119";"0";"20,66"
"99110104113";"0";"20,66"
"9906010409001";"0";"10,33"
"9906010402401";"0";"7,44"
"9906010400801";"0";"10,33"
"9906010407401";"0";"20,66"
"99120105030";"0";"6,2"
"99120105040";"0";"16,53"
"99120105014";"16,53";"16,53"
"99120105017";"0";"10,33"
"99120105016";"0";"66,12"
"02030105003";"10";"10"
"99120105011";"0";"28,93"
"99120105029";"0";"24,79"
"99120105015";"0";"28,93"
"99120105035";"18,6";"18,6"
"99140105261";"0";"41,33"
"99140105260";"0";"33,05"
"99120105008";"0";"24,79"
"99120105012";"0";"10,33"
"99120105009";"0";"24,79"
"99120105025";"0";"66,12"
"99140105168";"0";"20,66"
"99110105165";"0";"28,93"
"99120105023";"61,98";"61,98"
"9906010518701";"0";"10,33"
"9906010514201";"0";"10,33"
"9906010520601";"0";"9,5"
"9906010501201";"0";"10,33"
"9906010516601";"0";"10,33"
"9906010517201";"0";"10,33"
"9906010517001";"0";"10,33"
"9906010516501";"0";"10,33"
"9906010519701";"0";"10,33"
"9906010520001";"0";"12,4"
"9906010520301";"0";"9,5"
"9906010514901";"0";"12,4"
"9906010517501";"0";"7,44"
"9906010517601";"0";"9,5"
"9906010518401";"0";"7,44"
"02030106002";"10";"10"
"99120106007";"14,88";"14,88"
"99120106003";"16,53";"16,53"
"99120106004";"0";"24,79"
"99110106040";"0";"33,05"
"99120106010";"0";"28,93"
"99120106011";"0";"66,12"
"99110106055";"0";"18,6"
"9906010604101";"0";"14,46"
"9906010604601";"16,53";"16,53"
"9906010603001";"0";"10,33"
"9906010604401";"0";"16,53"
"9906010604501";"0";"14,46"
"9906010604201";"0";"14,46"
"99110107001";"0";"24,79"
"99110107006";"0";"41,33"
"99110107002";"0";"24,79"
"9906010701201";"0";"10,33"
"9906010700401";"0";"9,5"
"9906010701401";"0";"14,46"
"9906010701301";"0";"10,33"
"9906010700801";"0";"12,4"
"9906010701101";"0";"10,33"
"9906010701601";"0";"9,5"
"99110108062";"0";"24,79"
"99110108063";"0";"24,79"
"99120108002";"0";"24,79"
"99110108045";"0";"24,79"
"9906010805601";"0";"10,33"
"9906010801301";"0";"10,33"
"9906010806101";"0";"14,46"
"9906010800101";"0";"10,33"
"02030110001";"8";"8"
"99110110014";"0";"20,66"
"99110110020";"0";"18,6"
"99120110001";"0";"24,79"
"99120110002";"0";"14,46"
"99120110004";"0";"41,33"
"99120110008";"0";"66,12"
"99140110016";"0";"16,53"
"99140110018";"0";"16,53"
"9906011002201";"0";"10,33"
"9906011001001";"0";"9,5"
"9906011002101";"0";"16,53"
"9906011001901";"0";"9,5"
"9906011001701";"0";"14,46"
"9906011001501";"0";"10,33"
"99120112001";"0";"66,12"
"99120112002";"0";"24,79"
"99120112003";"0";"20,66"
"99120112004";"0";"9,5"
"99110112012";"0";"24,79"
"99110112040";"0";"24,79"
"99140112028";"0";"28,93"
"9906011200901";"0";"10,33"
"9906011200601";"0";"10,33"
"9906011203101";"0";"7,44"
"02030113002";"0";"16,53"
"99120113001";"24,79";"24,79"
"99120113005";"0";"14,46"
"99120114001";"16,53";"16,53"
"99120113018";"0";"66,12"
"99120113020";"28,93";"28,93"
"99140113005";"0";"20,66"
"99120113008";"0";"16,53"
"99110113015";"0";"20,66"
"99140113016";"0";"20,66"
"99120113009";"0";"18,6"
"99110113019";"0";"24,79"
"99120113021";"0";"28,93"
"9906011302601";"0";"10,33"
"9906011300101";"0";"10,33"
"9906011300201";"0";"10,33"
"9906011400101";"0";"14,46"
"9906011400201";"0";"7,44"
"9906011400301";"0";"9,5"
"9906011302001";"0";"9,5"
"02030115001";"0";"18,6"
"99120115001";"28,93";"28,93"
"99220199035";"0";"16,53"
"99220199037";"0";"12,4"
"99220199026";"0";"16,53"
"99220103003";"0";"16,53"
"99220199033";"0";"18,6"
"99120199005";"0";"18,6"
"99120199008";"0";"18,6"
"99120199009";"14,05";"14,05"
"99120199006";"0";"66,12"
"99220199030";"0";"7,44"
"99220199038";"0";"6,2"
"99220199009";"0";"6,2"
"99220199039";"0";"12,4"
"99220199034";"0";"14,46"
"02011499004";"0";"49,59"
"02011499005";"0";"57,85"
"02041499012";"25";"25"
"99171499009";"0";"18,6"
"02041499019";"9,5";"9,5"
"02041499018";"9,5";"9,5"
"02041499022";"0";"18,6"
"02041499013";"0";"18,6"
"02041499021";"9,5";"9,5"
"02041499025";"0";"14,46"
"02041499023";"0";"14,46"
"02041499011";"12,4";"12,4"
"02041499014";"0";"12,4"
"02041499015";"6,2";"6,2"
"02041499024";"4,96";"4,96"
"02041499020";"0";"14,46"
"99111499052";"0";"33,05"
"299111499065";"0";"24,79"
"99111464109";"0";"33,05"
"99121465001";"0";"18,6"
"99121465002";"0";"18,6"
"99111499002";"0";"33,05"
"99121499004";"0";"18,6"
"99111499011";"0";"28,93"
"99121499007";"0";"18,6"
"99121499002";"0";"18,6"
"99121499008";"0";"18,6"
"99111499046";"0";"33,05"
"99111499022";"0";"28,93"
"99121464002";"0";"18,6"
"99121499015";"0";"18,6"
"99111499058";"0";"28,93"
"99121464001";"0";"18,6"
"9906146407901";"0";"18,6"
"9906146407701";"0";"18,6"
"9906146302101";"0";"18,6"
"9906146408001";"0";"18,6"
"9906146303201";"0";"18,6"
"9906146409301";"0";"18,6"
"9906146408201";"0";"18,6"
"9906146408701";"0";"16,53"
"9906146408801";"0";"16,53"
"9906146407801";"0";"18,6"
"9906146501601";"0";"10,33"
"9906146501701";"0";"9,5"
"9906146501901";"0";"14,46"
"9906146400301";"0";"10,33"
"9906146400201";"0";"10,33"
"9906146301501";"0";"14,46"
"9906146300601";"0";"10,33"
"9906146302901";"0";"10,33"
"9906146500101";"0";"10,33"
"9906146301301";"0";"10,33"
"9906146301401";"0";"10,33"
"9906146402001";"0";"10,33"
"9906146403301";"0";"9,5"
"9906146403601";"0";"10,33"
"9906146100601";"0";"9,5"
"9906146401701";"0";"10,33"
"9906146412401";"0";"14,46"
"9906146412301";"0";"14,46"
"9906146500801";"0";"10,33"
"9906146412601";"0";"10,33"
"9906146412501";"0";"18,6"
"9906146301001";"0";"18,6"
"9906146501201";"0";"14,46"
"9906146603201";"0";"9,5"
"9906146405801";"0";"18,6"
"9906146406201";"0";"9,5"
"9906146406301";"0";"10,33"
"9906146101001";"0";"10,33"
"9906146412101";"0";"10,33"
"9906146412001";"0";"14,46"
"9906146412201";"0";"10,33"
"9906146411201";"0";"14,46"
"9906146411301";"0";"14,46"
"9906146410401";"0";"16,53"
"9906146410501";"0";"16,53"
"9906146410001";"0";"18,6"
"9906146501301";"0";"14,46"
"9906146501401";"0";"10,33"
"9906146302701";"0";"10,33"
"9906146302801";"0";"10,33"
"9906146411401";"0";"14,46"
"9906146411501";"0";"10,33"
"9906146411701";"0";"14,46"
"99111499049";"0";"49,59"
"99121499016";"0";"28,93"
"99121499019";"0";"18,6"
"99121462001";"0";"18,6"
"99121466002";"0";"18,6"
"99111464144";"0";"33,05"
"99111499001";"0";"33,05"
"99111466007";"0";"24,79"
"99121499005";"0";"18,6"
"99111499009";"0";"24,79"
"99121499006";"0";"16,53"
"99121499003";"0";"18,6"
"99121499009";"0";"18,6"
"99121466001";"0";"49,59"
"99121499011";"0";"18,6"
"99111499032";"0";"41,33"
"99111499071";"0";"20,66"
"99121499012";"0";"18,6"
"99111499033";"0";"24,79"
"99121499014";"0";"18,6"
"99111499060";"0";"24,79"
"99111464103";"14,05";"14,05"
"99121464003";"0";"18,6"
"99121464004";"0";"18,6"
"99111464119";"0";"33,05"
"99111499061";"14,46";"14,46"
"99111499062";"0";"33,05"
"99111499063";"0";"33,05"
"99111466029";"0";"24,79"
"99111466031";"0";"41,33"
"9906146601901";"0";"18,6"
"9906146203001";"0";"14,46"
"9906146203401";"0";"10,33"
"9906146602001";"0";"18,6"
"9906146602101";"0";"18,6"
"9906146407601";"0";"14,46"
"9906146410701";"0";"10,33"
"9906146410801";"0";"10,33"
"9906146602601";"0";"10,33"
"9906146204701";"0";"18,6"
"9906146204601";"0";"9,5"
"9906146414501";"0";"18,6"
"9906146603601";"0";"18,6"
"9906146204501";"0";"10,33"
"9906146204301";"0";"10,33"
"9906146204401";"0";"10,33"
"9906146414601";"0";"10,33"
"9906146600401";"0";"18,6"
"9906146603701";"0";"18,6"
"9906146603801";"0";"18,6"
"9906146201201";"0";"10,33"
"9906146201301";"0";"10,33"
"9906146201401";"0";"10,33"
"9906146402501";"0";"10,33"
"9906146203601";"0";"10,33"
"9906146600801";"0";"18,6"
"9906146201601";"0";"16,53"
"9906146202001";"0";"10,33"
"9906146404501";"0";"10,33"
"9906146200901";"0";"9,5"
"9906146201001";"0";"10,33"
"9906146600501";"0";"10,33"
"9906146406601";"0";"10,33"
"9906146407101";"0";"10,33"
"9906146204201";"0";"14,46"
"9906146409701";"0";"9,5"
"9906146409501";"0";"10,33"
"9906146409601";"0";"9,5"
"9906146409801";"0";"14,46"
"9906146409901";"0";"18,6"
"9906146602201";"0";"9,5"
"9906146602301";"0";"10,33"
"9906146413701";"0";"9,5"
"9906146413501";"0";"10,33"
"9906146413601";"0";"10,33"
"9906146412901";"0";"18,6"
"9906146411801";"0";"9,5"
"9906146412801";"0";"10,33"
"9906146413401";"0";"10,33"
"9906146603301";"0";"10,33"
"9906146603001";"0";"10,33"
"9906146602801";"0";"20,66"
"9906146203901";"0";"9,5"
"9906146204001";"0";"10,33"
"99221499007";"0";"14,46"
"02049999100";"17,5";"17,5"
"02049999083";"16,53";"16,53"
"9920999901102";"0";"10,33"
"9920999901202";"0";"10,33"
"9920999902702";"0";"10,33"
"9920999903003";"0";"6,2"
"9920999902802";"0";"12,4"
"99179999003";"0";"20,66"
"99179999006";"0";"41,33"
"99179999007";"0";"16,53"
"9918999910102";"0";"2,48"
"9918999910202";"0";"2,48"
"9918999910302";"0";"2,48"
"9918999910402";"0";"2,48"
"9918999910602";"0";"2,48"
"9918999910702";"0";"2,48"
"9918999910902";"0";"2,48"
"9918999911002";"0";"2,48"
"9918999911102";"0";"2,48"
"9918999911202";"0";"2,48"
"9918999911302";"0";"2,48"
"9918999911402";"0";"2,48"
"9918999911502";"0";"2,48"
"9918999911602";"0";"2,48"
"9918999911802";"0";"2,48"
"9918999911902";"0";"2,48"
"9918999912002";"0";"2,48"
"9918999912402";"0";"2,48"
"9918999912502";"0";"2,48"
"9918999912902";"0";"2,48"
"9918999913002";"0";"2,48"
"9918999913102";"0";"2,48"
"9918999913302";"0";"2,48"
"9918999913402";"0";"2,48"
"9918999913502";"0";"2,48"
"9918999913602";"0";"2,48"
"9918999913702";"0";"2,48"
"9918999913902";"0";"2,48"
"9918999914002";"0";"2,48"
"9918999914102";"0";"2,48"
"9918999914502";"0";"2,48"
"9918999914602";"0";"2,48"
"9918999914802";"0";"2,48"
"9918999914902";"0";"2,48"
"9918999915002";"0";"2,48"
"9918999915102";"0";"2,48"
"9918999917802";"0";"2,48"
"9918999917902";"0";"2,48"
"9918999918002";"0";"2,48"
"9918999918102";"0";"2,48"
"9918999921502";"0";"2,48"
"9918999921702";"0";"2,48"
"9918999921802";"0";"2,48"
"9918999921102";"0";"2,48"
"9918999921202";"0";"2,48"
"9918999921302";"0";"2,48"
"9918999921402";"0";"2,48"
"9918999921602";"0";"2,48"
"9918999915202";"0";"2,48"
"9918999915302";"0";"2,48"
"9918999915402";"0";"2,48"
"9918999915502";"0";"2,48"
"9918999915702";"0";"2,48"
"9918999915902";"0";"2,48"
"9918999916002";"0";"2,48"
"9918999917402";"0";"2,48"
"9918999918702";"0";"2,48"
"9918999919102";"0";"2,48"
"9918999918902";"0";"2,48"
"9918999919202";"0";"2,48"
"9918999919402";"0";"2,48"
"9918999919302";"0";"2,48"
"9918999919502";"0";"2,48"
"9918999919602";"0";"2,48"
"9918999919702";"0";"2,48"
"9918999919802";"0";"2,48"
"9918999919902";"0";"2,48"
"9918999920302";"0";"2,48"
"9918999918602";"0";"2,48"
"9918999920402";"0";"2,48"
"9918999920202";"0";"2,48"
"9918999920102";"0";"2,48"
"9918999920002";"0";"2,48"
"9918999918802";"0";"2,48"
"9919999900205";"0";"6,2"
"9919999900310";"0";"2,48"
"9919999900410";"0";"2,48"
"9919999900510";"0";"2,48"
"9919999900610";"0";"3,3"
"9919999900710";"0";"3,3"
"9919999900810";"0";"3,3"
"9919999900910";"0";"3,3"
"9919999902005";"0";"10,33"
"9919999902105";"0";"16,53"
"99239999019";"9,5";"9,5"
"99229999065";"0";"165,29"
"99229999041";"0";"9,5"
"99129999004";"0";"18,6"
"99129999002";"0";"18,6"
"99129999003";"0";"18,6"
"99129999005";"0";"18,6"
"9922999907112";"0";"1,24"
"99239999007";"41,33";"41,33"
"99239999030";"78,52";"78,52"
"9923999903514";"0";"3,3"
"99179999009";"0";"28,93"
"9922999908602";"0";"5,17"
"9921999901110";"0";"5,17"
"9921999901303";"0";"6,2"
"9921999901210";"0";"5,17"
"9921999900501";"0";"7,44"
"99239999018";"0";"24,79"
"99229999072";"0";"33,05"
"9922999905503";"0";"6,2"
"9922999905703";"0";"6,2"
"9922999906703";"6,2";"6,2"
"9922999905903";"0";"6,2"
"9921999901003";"0";"18,6"
"99239999041";"0";"10,33"
"99239999040";"0";"10,33"
"99239999042";"0";"9,5"
"99239999037";"0";"10,33"
"99239999038";"0";"16,53"
"99239999036";"0";"10,33"
"99239999039";"0";"5,17"
"99239999047";"0";"20,66"
"99239999045";"0";"78,52"
"99229999013";"0";"5,17"
"99229999054";"0";"6,2"
"99229999069";"0";"6,2"
"99229999070";"0";"6,2"
"99229999033";"0";"5,17"
"99229999039";"0";"5,17"
"02040299025";"10";"10"
"02030208001";"7";"7"
"00001JSEX0001";"3,7";"3,7"
"00001VGAR0098";"3,9";"3,9"
"00001YOUN0167";"3,9";"3,9"
"00002MGNL0005";"5,9";"5,9"
"00002PKDE0003";"6,9";"6,9"
"00043DYLA0263";"2,7";"2,7"
"00043JULI0119";"3,2";"3,2"
"00052AUTH0002";"15";"15"
"00052AUTH0003";"10";"10"
"00052AUTH0004";"15";"15"
"00052AUTH0007";"11,5";"11,5"
"00052CRMA0001";"14";"14"
"00052FREA0001";"13";"13"
"00052LOGI0001";"15";"15"
"00052LOGI0002";"15";"15"
"00052LOSE0001";"12";"12"
"00052LOSE0002";"11,5";"11,5"
"00052LOSE0003";"13";"13"
"00052MPET0001";"6";"6"
"0005230GN0005";"9,5";"9,5"
"00186MAVE0004";"16,86";"16,86"
"00228BATM0015";"2,95";"2,95"
"00228BOBO0008";"5,5";"5,5"
"00228CJSA0008";"11,95";"11,95"
"00228COCF0004";"7,95";"7,95"
"00228HELB0008";"4,95";"4,95"
"00228JLA20006";"3,95";"3,95"
"00228LLDB0010";"5,95";"5,95"
"00228TUHR0001";"5,5";"5,5"
"00228TUHR0002";"5,5";"5,5"
"00228TUHR0004";"5,5";"5,5"
"00228TUHR0006";"5,5";"5,5"
"00228TUHR0008";"5,5";"5,5"
"00783IGCA0003";"17,9";"17,9"
"00783LVMS0001";"19,9";"19,9"
"00783MAKA0001";"14,9";"14,9"
"00783TWKI0003";"5,9";"5,9"
"00869DEVI0001";"4,9";"4,9"
"00869DEVI0002";"4,9";"4,9"
"00869DEVI0003";"4,9";"4,9"
"00869DEVI0004";"4,9";"4,9"
"00869DEVI0005";"4,9";"4,9"
"00869URGO0004";"5,9";"5,9"
