"Codice";"Formula";"Formula"
"00002MGNL0024";"5,9";"5,9"
"00002NAMI0039";"3,9";"3,9"
"00002PRIA0001";"4,3";"4,3"
"00002STCR0001";"3";"3"
"00002TRMR0007";"4,5";"4,5"
"00002URAG0528";"3";"3"
"00002WOLV0242";"3,3";"3,3"
"00002WORS0019";"5,5";"5,5"
"00043BREN0071";"3";"3"
"00043NATA0225";"2,7";"2,7"
"00228BACO0003";"9";"9"
"00228BACO0004";"11";"11"
"00228CDHM0001";"10";"10"
"00560HAIP0003";"4,9";"4,9"
"00765IEIR0001";"19";"19"
"00893DCAN0002";"8,23";"8,23"
"01195THRE0006";"4,9";"4,9"
"00001KILA0002";"3,9";"3,9"
"01195LABY0005";"3,9";"3,9"
"MDC81757";"45,37";"45,37"
"MDC81765";"45,37";"45,37"
"MDC81771";"45,37";"45,37"
"SGC58903";"14,8";"14,8"
"00120CAOD0001";"15";"15"
"00228BCOS0079";"9,8";"9,8"
"00228HELB0015";"5";"5"
"00228LANV0007";"4";"4"
"00228SMAN0033";"3,5";"3,5"
"00228TANI0006";"7";"7"
"00869KIGU0013";"9,3";"9,3"
"00869KIGU0014";"9,3";"9,3"
"00869MZEI0005";"7,1";"7,1"
"00869MZEI0006";"7,1";"7,1"
"00869SDDE0001";"7,9";"7,9"
"00869SDDE0011";"7,9";"7,9"
"00869SIMO0009";"7,5";"7,5"
"00869SIMO0010";"7,5";"7,5"
"00869TOBA0003";"6,9";"6,9"
"00869TOBA0004";"6,9";"6,9"
"00002COLE0002";"4,3";"4,3"
"00002GRSA0028";"10";"10"
"00002ULTI0041";"3";"3"
"00028DAGR0091";"2,7";"2,7"
"00035ADAN0222";"1";"1"
"01195ANEA0002";"6,9";"6,9"
"01195EXAX0004";"5,9";"5,9"
"01195MOHO0003";"3,9";"3,9"
"01195OPDC0004";"9,9";"9,9"
"50008ACTI0886";"4,2";"4,2"
"50008ADVC0007";"4,2";"4,2"
"SGC58913";"16,44";"16,44"
"00001ES__0014";"3,9";"3,9"
"00001KOIB0001";"3,9";"3,9"
"00001MUSH0004";"6";"6"
"00001OMDE0037";"4,2";"4,2"
"00001OPNE0025";"3,9";"3,9"
"00001ROUR0006";"2,7";"2,7"
"00002AYNC0006";"5,5";"5,5"
"00002BLGD0011";"5,9";"5,9"
"00002BLGO0011";"4,5";"4,5"
"00002BONE0007";"14";"14"
"00002CZEG0034";"2,2";"2,2"
"00002DOGS0004";"7";"7"
"00002FAN40305";"3,3";"3,3"
"00002FISC0040";"2,2";"2,2"
"00002GRSA0027";"10";"10"
"00002LIFE0024";"5,5";"5,5"
"00002MGFL0019";"5,9";"5,9"
"00002MGFM0019";"4,5";"4,5"
"00002NGES0008";"4,3";"4,3"
"00002WICC0009";"13";"13"
"00002XMUN0179";"3,8";"3,8"
"00002ZOLE0001";"4,9";"4,9"
"00002ZONE0001";"4,9";"4,9"
"00028DA160001";"2,7";"2,7"
"00028DA160002";"2,7";"2,7"
"00043MART0307";"4,7";"4,7"
"00107SHIS0001";"15";"15"
"00228LOVE0003";"20";"20"
"00464ARDR0001";"18";"18"
"00560ENRO0001";"6,9";"6,9"
"00560GUNG0019";"5,9";"5,9"
"00619EVCH0002";"2";"2"
"00977CYBO0006";"7,5";"7,5"
"02011LSDM0001";"9,9";"9,9"
"50008SWNK0012";"3,1";"3,1"
"00001FSNI0008";"4,2";"4,2"
"00001XXXH0013";"3,9";"3,9"
"00001ZEET0012";"4,2";"4,2"
"00881SPAC0001";"3";"3"
"BAN44805";"22,23";"22,23"
"00001STPR0001";"0";"0"
"00013DIMA0018";"3,9";"3,9"
"00033MU__0001";"35";"35"
"00043TEX_0592";"2,7";"2,7"
"00228BATM0031";"4";"4"
"00228BCOS0063";"9,8";"9,8"
"00228BCOS0078";"9,8";"9,8"
"00228BOGO0006";"5";"5"
"00228NIWI0007";"5";"5"
"00966DVKN0004";"16,56";"16,56"
"BAN957727";"10,66";"10,66"
"BAN958521";"10,66";"10,66"
"BAN961399";"66,03";"66,03"
"BNP45444-A";"20,66";"20,66"
"KBYFAA-01";"49,51";"49,51"
"WAVMK-12";"28,84";"28,84"
"BAN960659";"99,09";"99,09"
"BAN959998";"4,14";"4,14"
"BAN961545";"48,76";"48,76"
"BAN961547";"53,63";"53,63"
"BAN961549";"53,63";"53,63"
"BAN961559";"49,51";"49,51"
"BAN961413";"4,54";"4,54"
"BAN961569";"32,98";"32,98"
"BAN961418";"37,11";"37,11"
"BAN958494";"61,9";"61,9"
"SS200010";"190";"190"
"BAN61680";"45,37";"45,37"
"BAN961417";"49,51";"49,51"
"BAN961542";"57,77";"57,77"
"BAN961548";"57,77";"57,77"
"BAN961550";"70,17";"70,17"
"MZ93730A";"35,45";"35,45"
"MZ93730B";"35,45";"35,45"
"MZ93730C";"41,24";"41,24"
"MZ93730D";"32,98";"32,98"
"MZ93720AB";"32,98";"32,98"
"MZ93720AA";"32,98";"32,98"
"FIGMEG071";"90,82";"90,82"
"FIGALT072";"99,09";"99,09"
"FIGALT084";"90,82";"90,82"
"00001PGEV0014";"4,2";"4,2"
"00002ANHE0006";"2";"2"
"00002DNGR0001";"5";"5"
"00052LBDH0001";"15";"15"
"00145ANIM0001";"25";"25"
"01195ALFE0006";"5,9";"5,9"
"01195BGPG0001";"4,3";"4,3"
"01195EATE0004";"6,9";"6,9"
"01195SXBR0001";"0";"0"
"RNDM22590";"222,32";"222,32"
"RNDM22591";"53,63";"53,63"
"SS9712";"289,17";"289,17"
"RNDM22593";"190";"190"
"RNDM22594";"60,33";"60,33"
"00002BLRO0002";"9,9";"9,9"
"00002BPRI0021";"4,5";"4,5"
"00002CONA0012";"16";"16"
"00002DEHU0159";"3,3";"3,3"
"00002DESU0001";"12";"12"
"00002INIR0001";"14";"14"
"00002IPDT0014";"5,5";"5,5"
"00002KACC0001";"11";"11"
"00002LPRS0027";"10";"10"
"00002MAZO0004";"11";"11"
"00002MMEG0058";"4,8";"4,8"
"00002MMIX0081";"5,5";"5,5"
"00002MWMA0001";"12";"12"
"00002PLUT0006";"7,5";"7,5"
"00002PRCC0001";"12";"12"
"00002RCOL0077";"2,5";"2,5"
"00002SOEA0006";"3,9";"3,9"
"00002YUNS0040";"4";"4"
"00881HESQ0005";"3";"3"
"00881IRRE0005";"3";"3"
"01195CLPA0006";"3,9";"3,9"
"01195SHSK0004";"3,9";"3,9"
"00001BLBI0002";"4,2";"4,2"
"00001CLAS0044";"4,2";"4,2"
"00001PGEV0017";"4,2";"4,2"
"00001RABM0008";"3,9";"3,9"
"00001STEB0001";"6";"6"
"RNDM22622";"70,24";"70,24"
"00120STSA0001";"0";"0"
"BAN955532";"4,54";"4,54"
"BAN934134";"4,54";"4,54"
"AFGMED038";"144,55";"144,55"
"AFGSQX044";"32,98";"32,98"
"AFGSQX045";"32,98";"32,98"
"AFGSQX046";"32,98";"32,98"
"FIGALT073";"140,41";"140,41"
"FIGCLZ018";"66,03";"66,03"
"00560ARCO0001";"5,9";"5,9"
"01195XBLA0001";"3,9";"3,9"
"FIGGSC065";"45,37";"45,37"
"FIGGSC121";"32,98";"32,98"
"FIGORC034";"90,82";"90,82"
"ABYMUG015";"8,18";"8,18"
"00001GUOR0018";"6";"6"
"FIGSTW031-St";"10,33";"10,33"
"ABYACC024";"4,88";"4,88"
"ABYACC026";"4,88";"4,88"
"ABYMUG005";"6,2";"6,2"
"ABYMUG013";"6,2";"6,2"
"ABYMUG014";"6,2";"6,2"
"ABYTEX037";"16,44";"16,44"
"ABYTEX057";"16,44";"16,44"
"00228FDGJ0001";"60";"60"
"00228FIHL0001";"0";"0"
"00028DAGR0093";"2,7";"2,7"
"00043DYLA0282";"2,7";"2,7"
"00043JULI0138";"3,2";"3,2"
"00043ZAGO0587";"2,7";"2,7"
"00228BACO0002";"13";"13"
"00228BATM0032";"4";"4"
"00228FLAS0001";"14";"14"
"00228FLAS0003";"9";"9"
"00228JOFF0006";"11";"11"
"00228SMAN0034";"3,5";"3,5"
"00228UDFL0007";"24";"24"
"00228WWOM0005";"6";"6"
"00560ZOLO0012";"5,9";"5,9"
"00842MEGA0153";"1,2";"1,2"
"00977IKKI0005";"6";"6"
"RNDM22664";"41,24";"41,24"
"RNDM22665";"5,7";"5,7"
"RNDM22666";"5,7";"5,7"
"RNDM22667";"5,7";"5,7"
"RNDM22668";"8,18";"8,18"
"RNDM22669";"8,18";"8,18"
"RNDM22670";"8,18";"8,18"
"RNDM22671";"12,32";"12,32"
"RNDM22672";"6,2";"6,2"
"RNDM22673";"6,2";"6,2"
"RNDM22674";"6,2";"6,2"
"MINIFIG058-A";"8,18";"8,18"
"MINIFIG058-B";"8,18";"8,18"
"MINIFIG058-C";"8,18";"8,18"
"MINIFIG058-D";"8,18";"8,18"
"RNDM22679";"24,71";"24,71"
"RNDM22680";"37,11";"37,11"
"RNDM22681";"18,1";"18,1"
"RNDM22682";"24,71";"24,71"
"RNDM22683";"20,58";"20,58"
"NECA22684";"24,71";"24,71"
"NECA22685";"24,71";"24,71"
"978-4-7580-1160-0";"24";"24"
"978-4-8322-7881-3";"40";"40"
"978-4-86100-678-4";"37";"37"
"RNDM22689";"16,44";"16,44"
"RNDM22690";"16,44";"16,44"
"RNDM22691";"16,44";"16,44"
"RNDM22692";"16,44";"16,44"
"RNDM22693";"16,44";"16,44"
"RNDM22694";"16,44";"16,44"
"RNDM22695";"16,44";"16,44"
"RNDM22696";"16,44";"16,44"
"FIGKAI011";"57,77";"57,77"
"RNDM22698";"23,06";"23,06"
"RNDM22699";"23,06";"23,06"
"BAN014178";"12,32";"12,32"
"NC15644";"61,9";"61,9"
"00001STPR0002";"0";"0"
"00002ASGD0014";"5,9";"5,9"
"00002ASGO0014";"4,5";"4,5"
"00002DNGR0006";"5";"5"
"00002FA120001";"12";"12"
"00002FMAR0010";"4,5";"4,5"
"00002IMPV0024";"3,3";"3,3"
"00002KAYP0017";"5,5";"5,5"
"00002MOCA0001";"50";"50"
"00002NACO0021";"4,9";"4,9"
"00002SADF0005";"4,3";"4,3"
"00002THOR0132";"3,8";"3,8"
"00002TRMR0008";"4,5";"4,5"
"00002URAG0529";"3";"3"
"00002XMEN0237";"3,3";"3,3"
"00002YUNS0030";"4";"4"
"00043DANS0120";"2,7";"2,7"
"00107CAVI0001";"10,5";"10,5"
"00127LZIN0001";"17";"17"
"01195BLDR0004";"3,9";"3,9"
"01195BRBL0005";"5,9";"5,9"
"01195PSBU0005";"3,9";"3,9"
"50008JUAM0042";"4,2";"4,2"
"50008SUPG0050";"5,2";"5,2"
"50008TINS0022";"3,1";"3,1"
"50022PR100003";"4,7";"4,7"
"CSMG148500";"0";"0"
"CSMG6744";"0";"0"
"CSMG14699";"239,58";"239,58"
"SSC900146";"128,01";"128,01"
"SSC4367";"107,36";"107,36"
"SSC4366";"82,56";"82,56"
"SSC900072";"132,15";"132,15"
"CSMG1235";"0";"0"
"RNDM22739";"6,2";"6,2"
"RNDM22740";"6,2";"6,2"
"RNDM22741";"6,2";"6,2"
"RNDM22742";"5,7";"5,7"
"HTOY17243";"181,74";"181,74"
"BAN1_POLARIS";"64,38";"64,38"
"BAN158091";"56,11";"56,11"
"TKTM35619";"53,63";"53,63"
"TKTM31681";"41,24";"41,24"
"RNDM22748";"12,4";"12,4"
"RNDM22749";"37,11";"37,11"
"RNDM22750";"5,7";"5,7"
"RNDM22751";"9,92";"9,92"
"22752";"9,92";"9,92"
"FIGSTW031-PL";"10,33";"10,33"
"FIGSTW031-EW";"10,33";"10,33"
"FIGSTW031-BF";"10,33";"10,33"
"FIGSTW031-LP";"10,33";"10,33"
"RNDM22757";"44,63";"44,63"
"BAN158091HK";"9,09";"9,09"
"SS9418";"82,56";"82,56"
"SS9309R";"280,91";"280,91"
"SS7114";"404,96";"404,96"
"SS7146";"495,79";"495,79"
"SS7161";"652,89";"652,89"
"GGI11254";"206,53";"206,53"
"MEZ30005";"18,92";"18,92"
"KTOMK82";"57,77";"57,77"
"00094PDMN0002";"17,85";"17,85"
"00094PDMN0003";"19,83";"19,83"
"TSGGSC007";"66,03";"66,03"
"TSGGSC007-Lcellulare";"9,84";"9,84"
"TSGGSC007-LightElegante";"8,18";"8,18"
"TSGGSC007-LightTennis";"8,18";"8,18"
"TSGGSC007-Ltennis";"8,18";"8,18"
"TSGGSC007-NearPiedi";"9,84";"9,84"
"TSGGSC007-Nearseduto";"9,84";"9,84"
"TSGGSC007-Mikami";"6,53";"6,53"
"TSGGSC007-Misainfermiera";"8,18";"8,18"
"TSGGSC007-MelloCioccolata";"8,18";"8,18"
"TSGGSC007-MelloPistola";"8,18";"8,18"
"TSGGSC007-LightSecret";"10,66";"10,66"
"CSMG31232";"115,62";"115,62"
"CSMG19862";"165,2";"165,2"
"CSMG42478";"66,03";"66,03"
"CSMG41267";"16,44";"16,44"
"CSMG41267-B";"16,44";"16,44"
"CSMG4160";"826,36";"826,36"
"CSMG40150";"181,81";"181,81"
"CSMG41548";"41,24";"41,24"
"SS9342";"247,85";"247,85"
"CSMG39496";"256,12";"256,12"
"CSMG41747";"231,32";"231,32"
"CSMG41312";"35,45";"35,45"
"RNDM22796";"128,1";"128,1"
"00001MITI0133";"4,2";"4,2"
"00002AYNC0007";"5,5";"5,5"
"00002BLEA0039";"3,9";"3,9"
"00002BLGD0012";"5,9";"5,9"
"00002BLGO0012";"4,5";"4,5"
"00002COLE0003";"4,3";"4,3"
"00002DEWO0002";"5,9";"5,9"
"00002EOAS0008";"10";"10"
"00002FAN40306";"3,3";"3,3"
"00002FMPS0011";"4,3";"4,3"
"00002GEOW0005";"3";"3"
"00002GRSA0029";"10";"10"
"00002GRSA0030";"10";"10"
"00002HOCR0007";"5,9";"5,9"
"00002ICZL0025";"2,2";"2,2"
"00002IPCO0017";"5,9";"5,9"
"00002LSMV0001";"4,3";"4,3"
"00002VAGA0046";"4";"4"
"00002WOWA0012";"3";"3"
"00002XMUN0180";"3,8";"3,8"
"00035ADAN0223";"1";"1"
"00120GMII0001";"12";"12"
"00120NGBU0005";"8,5";"8,5"
"00002BLEA0035";"3,9";"3,9"
"00002BUPA0002";"4,96";"4,96"
"00043TEX_0593";"2,7";"2,7"
"00127CTPR0010";"14";"14"
"00228SCAL0005";"15";"15"
"00560JAFR0003";"5,9";"5,9"
"00560KATS0009";"5,9";"5,9"
"00560KIOT0003";"5,9";"5,9"
"00560SPHA0008";"5,9";"5,9"
"00611ILOA0009";"14,5";"14,5"
"00881DERU0003";"3";"3"
"00881PLTP0001";"16,9";"16,9"
"50008ADVA0697";"3,1";"3,1"
"50008ADVC0008";"4,2";"4,2"
"50008JLCJ0007";"4,2";"4,2"
"50008TENN0080";"4,2";"4,2"
"50017SMCS0006";"4,2";"4,2"
"RNDM22837";"181,81";"181,81"
"GGIRC001";"305,7";"305,7"
"GGIRC001-boss";"61,9";"61,9"
"RNDM22840";"20,58";"20,58"
"RNDM22841";"16,44";"16,44"
"RNDM22842";"16,44";"16,44"
"RNDM22843";"4,88";"4,88"
"RNDM22844";"4,88";"4,88"
"RNDM22845";"4,88";"4,88"
"RNDM22846";"57,77";"57,77"
"RNDM22847";"24,71";"24,71"
"RNDM22848";"24,71";"24,71"
"RNDM22849";"24,71";"24,71"
"RNDM22850";"24,71";"24,71"
"AFGJUN001-LL";"12,32";"12,32"
"RNDM22852";"32,98";"32,98"
"RNDM22853";"32,98";"32,98"
"RNDM22854";"12,32";"12,32"
"RNDM2855";"8,26";"8,26"
"RNDM22856";"8,26";"8,26"
"RNDM22857";"9,5";"9,5"
"RNDM22858";"7,44";"7,44"
"RNDM22859";"8,26";"8,26"
"RNDM22860";"7,44";"7,44"
"RNDM22861";"7,44";"7,44"
"RNDM22862";"10,74";"10,74"
"RNDM22863";"8,18";"8,18"
"RNDM22864";"8,18";"8,18"
"RNDM22865";"8,18";"8,18"
"RNDM22866";"8,18";"8,18"
"CSMG32494";"165,2";"165,2"
"CSMG37749-Ryu";"16,44";"16,44"
"CSMG37749-Ken";"16,44";"16,44"
"CSMG37749-Viper";"16,44";"16,44"
"CSMG3107-Akuma";"16,44";"16,44"
"CSMG3107-Guile";"16,44";"16,44"
"CSMG3107-ChunLi";"16,44";"16,44"
"CSMG8047";"156,94";"156,94"
"00028DA160003";"2,7";"2,7"
"00052EROI0004";"5,9";"5,9"
"00228BCOS0082";"9,8";"9,8"
"00228ICLV0006";"13";"13"
"00228NORT0002";"13";"13"
"00228PREA0018";"5";"5"
"00228UDSU0004";"30";"30"
"00881DERU0004";"3";"3"
"01195EXAX0005";"5,9";"5,9"
"00001ES__0015";"3,9";"3,9"
"00001MUSH0005";"6";"6"
"00001OMDE0038";"4,2";"4,2"
"00001OPNE0026";"3,9";"3,9"
"00001VALT0001";"2,7";"2,7"
"00228CRFI0004";"5";"5"
"http://www.s";"0";"0"
"RNDM22891";"7,36";"7,36"
"RNDM22892";"7,36";"7,36"
"RNDM22893";"7,36";"7,36"
"RNDM22894";"7,36";"7,36"
"RNDM22895";"7,36";"7,36"
"RNDM22896";"5,7";"5,7"
"RNDM22897";"5,7";"5,7"
"RNDM22898";"5,7";"5,7"
"RNDM22899";"7,36";"7,36"
"RNDM22900";"7,36";"7,36"
"RNDM22901";"8,18";"8,18"
"RNDM22902";"7,36";"7,36"
"RNDM22903";"7,36";"7,36"
"RNDM22904";"7,36";"7,36"
"RNDM22905";"59,42";"59,42"
"RNDM22906";"305,7";"305,7"
"SS200002";"289,17";"289,17"
"SS9718";"268,51";"268,51"
"CSMG40398";"123,89";"123,89"
"CSMG40397";"123,89";"123,89"
"SS300012";"247,85";"247,85"
"CSMG9295";"181,74";"181,74"
"CSMG40383";"181,74";"181,74"
"FIGALT077";"90";"90"
"AFGMED041";"148,68";"148,68"
"AFGREV095";"32,98";"32,98"
"AFGREV096";"30,5";"30,5"
"DIEFEW003";"78,43";"78,43"
"FIGMAX040";"78,43";"78,43"
"CSP28942";"45,37";"45,37"
"AMG31017";"206,53";"206,53"
"RNDM22922";"66,03";"66,03"
"00001FATA0012";"3,9";"3,9"
"00002ASBO0002";"9,9";"9,9"
"00002BAKU0001";"3,9";"3,9"
"00002BCSN0029";"5";"5"
"00002CAGI0004";"3,3";"3,3"
"00002CBSR0003";"7";"7"
"00002EY210021";"3,9";"3,9"
"00002FFSK0002";"14,9";"14,9"
"00002GARE0008";"4,3";"4,3"
"00002GRSA0031";"10";"10"
"00002GRSA0032";"10";"10"
"00002ICDS0004";"4,3";"4,3"
"00002LOHI0008";"5,9";"5,9"
"00002MGNA0025";"4,5";"4,5"
"00002MGNL0025";"5,9";"5,9"
"00002RAID0001";"4,3";"4,3"
"00002TNMA0001";"3";"3"
"00002UDUS0004";"13";"13"
"00002URAG0530";"3";"3"
"00002WOLV0243";"3,3";"3,3"
"00043MVEN0127";"3,5";"3,5"
"00043NATA0226";"2,7";"2,7"
"01195ALFE0007";"5,9";"5,9"
"01195LABY0006";"3,9";"3,9"
"01195PSBU0006";"3,9";"3,9"
"00001COAN0011";"3,9";"3,9"
"00001GEDU0011";"5,5";"5,5"
"00001PGEV0018";"4,2";"4,2"
"00001RABM0009";"3,9";"3,9"
"00001STEB0002";"6";"6"
"RNDM22953";"5,7";"5,7"
"RNDM22954";"5,7";"5,7"
"RNDM22955";"5,7";"5,7"
"RNDM22956";"5,7";"5,7"
"RNDM22957";"5,7";"5,7"
"RNDM22958";"5,7";"5,7"
"RNDM22959";"5,7";"5,7"
"RNDM22960";"5,7";"5,7"
"RNDM22961";"5,7";"5,7"
"RNDM22962";"5,7";"5,7"
"RNDM22963";"5,7";"5,7"
"RNDM22964";"5,7";"5,7"
"RNDM22965";"5,7";"5,7"
"RNDM22966";"5,7";"5,7"
"RNDM22967";"5,7";"5,7"
"RNDM22968";"5,7";"5,7"
"00001LAZZ0002";"2,5";"2,5"
"00001LAZZ0003";"2,5";"2,5"
"00001LAZZ0008";"2,5";"2,5"
"00001LAZZ0009";"2,5";"2,5"
"00001LAZZ0011";"2,5";"2,5"
"00001LAZZ0012";"2,5";"2,5"
"00001LAZZ0013";"2,5";"2,5"
"00001LAZZ0014";"2,5";"2,5"
"00001LAZZ0015";"2,5";"2,5"
"00001LAZZ0016";"2,5";"2,5"
"00001LAZZ0017";"2,5";"2,5"
"00001LAZZ0018";"2,5";"2,5"
"00001LAZZ0019";"2,5";"2,5"
"00001LAZZ0020";"2,5";"2,5"
"00001LAZZ0024";"2,5";"2,5"
"00001LAZZ0027";"2,5";"2,5"
"00001LAZZ0028";"2,5";"2,5"
"00001LAZZ0029";"2,5";"2,5"
"00001LAZZ0031";"2,5";"2,5"
"00001LAZZ0032";"2,5";"2,5"
"00001LAZZ0033";"2,5";"2,5"
"00001LAZZ0034";"2,5";"2,5"
"00001LAZZ0035";"2,5";"2,5"
"00001LAZZ0038";"2,5";"2,5"
"00001LAZZ0039";"2,5";"2,5"
"00001LAZZ0041";"2,5";"2,5"
"00001LAZZ0042";"2,5";"2,5"
"00001LAZZ0043";"2,5";"2,5"
"00001LAZZ0044";"2,5";"2,5"
"00001LAZZ0045";"2,5";"2,5"
"00001LAZZ0046";"2,5";"2,5"
"00001LAZZ0047";"2,5";"2,5"
"00001LAZZ0048";"2,5";"2,5"
"00001LAZZ0049";"2,5";"2,5"
"00001LAZZ0050";"2,5";"2,5"
"00001LAZZ0051";"2,5";"2,5"
"00001LAZZ0052";"2,5";"2,5"
"00001LAZZ0053";"2,5";"2,5"
"00001LAZZ0054";"2,5";"2,5"
"00001LAZZ0055";"2,5";"2,5"
"00001LAZZ0056";"2,5";"2,5"
"00001LAZZ0057";"2,5";"2,5"
"00001LAZZ0058";"2,5";"2,5"
"00001LAZZ0059";"2,5";"2,5"
"00001LAZZ0060";"2,5";"2,5"
"00001LAZZ0061";"2,5";"2,5"
"00001LAZZ0062";"2,5";"2,5"
"00001LAZZ0063";"2,5";"2,5"
"00001LAZZ0064";"2,5";"2,5"
"00001LAZZ0066";"2,5";"2,5"
"00001LAZZ0067";"2,5";"2,5"
"00001LAZZ0068";"2,5";"2,5"
"00001LAZZ0070";"2,5";"2,5"
"00001LAZZ0074";"2,5";"2,5"
"00001LAZZ0075";"2,5";"2,5"
"00001LAZZ0076";"2,5";"2,5"
"00001LAZZ0077";"2,5";"2,5"
"00001LAZZ0079";"2,5";"2,5"
"00001LAZZ0081";"2,5";"2,5"
"00001LAZZ0085";"2,5";"2,5"
"00001LAZZ0087";"2,5";"2,5"
"00001LAZZ0091";"2,5";"2,5"
"00001LAZZ0093";"2,5";"2,5"
"00001LAZZ0094";"2,5";"2,5"
"00001LAZZ0095";"2,5";"2,5"
"00001LAZZ0097";"2,5";"2,5"
"00001YAIB0019";"4,2";"4,2"
"00002GEOW0001";"3";"3"
"00028DAGR0094";"2,7";"2,7"
"00052INKI0005";"7,9";"7,9"
"00977KOBA0002";"6";"6"
"00977MOAC0002";"6";"6"
"00977WDKN0001";"5,9";"5,9"
"01195OPDC0005";"10";"10"
"01195SHSK0005";"3,9";"3,9"
"01195THRE0007";"4,9";"4,9"
"50008ACTI0887";"4,2";"4,2"
"50672SNWO0001";"3,1";"3,1"
"RNDM23047";"4,96";"4,96"
"RNDM23048";"4,14";"4,14"
"RNDM23049";"4,14";"4,14"
"SS71171";"661,07";"661,07"
"23051";"355,29";"355,29"
"RNDM23052";"4,05";"4,05"
"RNDM23053";"4,05";"4,05"
"RNDM23054";"4,05";"4,05"
"RNDM23055";"3,3";"3,3"
"RNDM23056";"4,05";"4,05"
"RNDM23057";"3,3";"3,3"
"RNDM23058";"3,3";"3,3"
"RNDM23059";"4,14";"4,14"
"RNDM23060";"3,3";"3,3"
"RNDM23061";"9,92";"9,92"
"RNDM23062";"9,92";"9,92"
"23063";"8,18";"8,18"
"RNDM23064";"16,53";"16,53"
"RNDM23065";"16,53";"16,53"
"RNDM23066";"5,7";"5,7"
"RNDM23067";"5,7";"5,7"
"RNDM23068";"7,36";"7,36"
"RNDM23069";"7,36";"7,36"
"RNDM23070";"7,36";"7,36"
"RNDM23071";"8,26";"8,26"
"RNDM23072";"5,7";"5,7"
"RNDM23073";"5,7";"5,7"
"RNDM23074";"7,36";"7,36"
"RNDM23075";"20,58";"20,58"
"RNDM23076";"24,71";"24,71"
"RNDM23077";"8,18";"8,18"
"RNDM23078";"5,78";"5,78"
"RNDM23079";"5,78";"5,78"
"RNDM23080";"20,58";"20,58"
"RNDM23081";"24,71";"24,71"
"RNDM23082";"4,88";"4,88"
"RNDM23083";"3,22";"3,22"
"RNDM23084";"8,18";"8,18"
"RNDM23085";"5,7";"5,7"
"RNDM23086";"5,7";"5,7"
"RNDM23087";"5,38";"5,38"
"RNDM23088";"8,18";"8,18"
"RNDM23089";"8,18";"8,18"
"RNDM23090";"8,18";"8,18"
"AFGMED042";"70,17";"70,17"
"CSMG16";"132,15";"132,15"
"RNDM23093";"74,3";"74,3"
"FIGGSC126";"41,24";"41,24"
"ABYTEX012-XXL";"16,53";"16,53"
"ABYTEX012-XL";"16,53";"16,53"
"ABYTEX012-L";"16,53";"16,53"
"ABYTEX068";"16,53";"16,53"
"ABYTEX068-XL";"16,53";"16,53"
"ABYTEX068-L";"16,53";"16,53"
"ABYTEX068-M";"16,53";"16,53"
"ABYTEX068-S";"16,53";"16,53"
"ABYTEX014";"16,53";"16,53"
"ABYTEX014-XL";"16,53";"16,53"
"ABYTEX020";"16,53";"16,53"
"ABYTEX020-L";"16,53";"16,53"
"ABYTEX022";"16,53";"16,53"
"ABYTEX022-L";"16,53";"16,53"
"ABYTEX011";"16,53";"16,53"
"ABYTEX011-S";"16,53";"16,53"
"99120101084";"21,49";"21,49"
"99120101085";"21,49";"21,49"
"02030101012";"0";"18,6"
"00001BITM0015";"4,2";"4,2"
"00001DECO0062";"3,9";"3,9"
"00001HICL0002";"4,2";"4,2"
"00001INNE0006";"3,9";"3,9"
"00001LBAJ0005";"7";"7"
"00001FAN40007";"1,9";"1,9"
"00001FAN40014";"1,9";"1,9"
"00001FAN40015";"1,9";"1,9"
"00001FAN40024";"1,9";"1,9"
"00002ARSA0002";"4,3";"4,3"
"00002BROY0007";"4,9";"4,9"
"00002CBMS0002";"3,9";"3,9"
"00002DEHU0160";"3,3";"3,3"
"00002LSDC0002";"13";"13"
"00002MAIR0001";"17";"17"
"00002MBGD0007";"5,9";"5,9"
"00002MBGO0007";"4,5";"4,5"
"00002MMIX0082";"5,3";"5,3"
"00002SPIC0044";"3,5";"3,5"
"00002TOUG0022";"4,3";"4,3"
"0000270MC0001";"14";"14"
"00107MARI0001";"9,9";"9,9"
"00966DHLE0002";"20";"20"
"00977STGA0001";"5,9";"5,9"
"50008SUPG0051";"3,1";"3,1"
"50008TINS0023";"3,1";"3,1"
"23140";"198,27";"198,27"
"00001CLAY0017";"3,9";"3,9"
"00001DASH0002";"4,2";"4,2"
"00001KILA0004";"3,9";"3,9"
"00001NEGI0001";"4,2";"4,2"
"00001STAP0001";"0";"0"
"00001STPR0003";"0";"0"
"00001TSRC0027";"3,9";"3,9"
"00001VINL0002";"4,9";"4,9"
"00002AYNC0008";"5,5";"5,5"
"00002BPRI0001";"4,5";"4,5"
"00002BPRI0022";"4,5";"4,5"
"00002GRSA0033";"10";"10"
"00002GRSA0034";"10";"10"
"00002IMPV0025";"3,3";"3,3"
"00002IRFI0004";"13";"13"
"00002MPDP0013";"5,9";"5,9"
"00002PASP0001";"8";"8"
"00002SHIG0013";"5,5";"5,5"
"00002THOR0133";"3,3";"3,3"
"00002TURA0034";"3,3";"3,3"
"00002ULCV0001";"5";"5"
"00002URAG0531";"3,5";"3,5"
"00002URAV0531";"5";"5"
"00002VADE0029";"6,5";"6,5"
"00002VKNE0005";"5,5";"5,5"
"00002WONO0001";"12";"12"
"00002XMEN0238";"3,3";"3,3"
